阿尔卡特,a'er'ka'te
省彩印厂钢材市场,sheng'cai'yin'chang'gang'cai'shi'chang
省电影公司,sheng'dian'ying'gong'si
省二人民医院,sheng'er'ren'min'yi'yuan
省二人民医院宏利大厦,sheng'er'ren'min'yi'yuan'hong'li'da'sha
省公安学校,sheng'gong'an'xue'xiao
省工业学校,sheng'gong'ye'xue'xiao
省话剧团,sheng'hua'ju'tuan
省话剧院,sheng'hua'ju'yuan
省级机关医院,sheng'ji'ji'guan'yi'yuan
省计生门诊部,sheng'ji'sheng'men'zhen'bu
省建委,sheng'jian'wei
省建筑专科学校,sheng'jian'zhu'zhuan'ke'xue'xiao
省交通技术学校,sheng'jiao'tong'ji'shu'xue'xiao
省交通学院,sheng'jiao'tong'xue'yuan
省交通学院南区,sheng'jiao'tong'xue'yuan'nan'qu
省精神卫生中心下行,sheng'jing'shen'wei'sheng'zhong'xin'xia'xing
省军区,sheng'jun'qu
省军区马鞍,sheng'jun'qu'ma'an
省军区幼儿园,sheng'jun'qu'you'er'yuan
省军区幼儿园巴黎之春花园,sheng'jun'qu'you'er'yuan'ba'li'zhi'chun'hua'yuan
省劳动干校,sheng'lao'dong'gan'xiao
省老干局,sheng'lao'gan'ju
省理工学校,sheng'li'gong'xue'xiao
省立医院,sheng'li'yi'yuan
省煤矿医院,sheng'mei'kuang'yi'yuan
圣庙路,sheng'miao'lu
省农行,sheng'nong'hang
省农科院,sheng'nong'ke'yuan
省皮肤病院,sheng'pi'fu'bing'yuan
省人民医院,sheng'ren'min'yi'yuan
省少管所,sheng'shao'guan'suo
省体育中心,sheng'ti'yu'zhong'xin
盛天现代城,sheng'tian'xian'dai'cheng
省跳水游泳馆,sheng'tiao'shui'you'yong'guan
省图书馆,sheng'tu'shu'guan
省拖拉机厂,sheng'tuo'la'ji'chang
省委党校,sheng'wei'dang'xiao
省物价局,sheng'wu'jia'ju
省消防总队,sheng'xiao'fang'zong'dui
省新闻出版局,sheng'xin'wen'chu'ban'ju
省渔业总公司,sheng'yu'ye'zong'gong'si
省政府,sheng'zheng'fu
省直湖前小区,sheng'zhi'hu'qian'xiao'qu
市按摩医院,shi'an'mo'yi'yuan
市按摩院东门,shi'an'mo'yuan'dong'men
石步,shi'bu
市传染病医院,shi'chuan'ran'bing'yi'yuan
市传染病院,shi'chuan'ran'bing'yuan
师大,shi'da
师大附中,shi'da'fu'zhong
十二中,shi'er'zhong
十二中学,shi'er'zhong'xue
十二中学港头,shi'er'zhong'xue'gang'tou
市防疫站,shi'fang'yi'zhan
市公安防暴支队,shi'gong'an'fang'bao'zhi'dui
市公安局,shi'gong'an'ju
市规划局,shi'gui'hua'ju
市教院附中,shi'jiao'yuan'fu'zhong
十锦祠,shi'jin'ci
十六中,shi'liu'zhong
市面粉公司,shi'mian'fen'gong'si
市皮肤病医院,shi'pi'fu'bing'yi'yuan
市皮肤病院,shi'pi'fu'bing'yuan
施埔,shi'pu
施浦,shi'pu
市青少年活动中心,shi'qing'shao'nian'huo'dong'zhong'xin
市青少年活动中心市博物馆,shi'qing'shao'nian'huo'dong'zhong'xin'shi'bo'wu'guan
市人才储备中心,shi'ren'cai'chu'bei'zhong'xin
石事利花园,shi'shi'li'hua'yuan
十四桥,shi'si'qiao
市体育中心,shi'ti'yu'zhong'xin
市晚报社,shi'wan'bao'she
市物价局,shi'wu'jia'ju
市一医院,shi'yi'yi'yuan
市直湖前小区,shi'zhi'hu'qian'xiao'qu
市中医学院,shi'zhong'yi'xue'yuan
石竹山风景旅游区,shi'zhu'shan'feng'jing'lv'you'qu
师专,shi'zhuan
十字街,shi'zi'jie
十字亭,shi'zi'ting
首山,shou'shan
首山村,shou'shan'cun
寿山乡,shou'shan'xiang
蔬菜批发市场,shu'cai'pi'fa'shi'chang
树兜,shu'dou
树兜省农行,shu'dou'sheng'nong'hang
舒柳苑,shu'liu'yuan
双坂,shuang'ban
双坂新村,shuang'ban'xin'cun
双杭,shuang'hang
双杭街道,shuang'hang'jie'dao
双抛桥,shuang'pao'qiao
双浦头,shuang'pu'tou
双协村,shuang'xie'cun
双子星大厦,shuang'zi'xing'da'sha
水部门兜,shui'bu'men'dou
水壑,shui'he
水口大厦,shui'kou'da'sha
水泥厂,shui'ni'chang
四十中,si'shi'zhong
松门,song'men
它山,ta'shan
塔头,ta'tou
台江,tai'jiang
台江步行街,tai'jiang'bu'xing'jie
台江港区,tai'jiang'gang'qu
台江港务,tai'jiang'gang'wu
台江广场,tai'jiang'guang'chang
台江江滨路,tai'jiang'jiang'bin'lu
台江区,tai'jiang'qu
台江区委,tai'jiang'qu'wei
台江影院,tai'jiang'ying'yuan
台江影院江三,tai'jiang'ying'yuan'jiang'san
台江影院江三吴山村全程公里一票制,tai'jiang'ying'yuan'jiang'san'wu'shan'cun'quan'cheng'gong'li'yi'piao'zhi
台湾饭店,tai'wan'fan'dian
台屿,tai'yu
谭石,tan'shi
唐城大厦,tang'cheng'da'sha
桃园小区,tao'yuan'xiao'qu
桃园小园,tao'yuan'xiao'yuan
特艺城,te'yi'cheng
梯岭山,ti'ling'shan
体育中心,ti'yu'zhong'xin
天峰,tian'feng
天锋,tian'feng
天峰宾馆,tian'feng'bin'guan
天泉路口,tian'quan'lu'kou
天翔发展,tian'xiang'fa'zhan
天元山庄,tian'yuan'shan'zhuang
铁道大厦,tie'dao'da'sha
铁道医院,tie'dao'yi'yuan
铁岭,tie'ling
铁路水电段,tie'lu'shui'dian'duan
铁路小区,tie'lu'xiao'qu
铁路医院,tie'lu'yi'yuan
亭江,ting'jiang
亭江中学,ting'jiang'zhong'xue
亭头,ting'tou
亭下,ting'xia
通湖路口,tong'hu'lu'kou
桐口,tong'kou
铜盘,tong'pan
铜盘河,tong'pan'he
铜盘河下行,tong'pan'he'xia'xing
铜盘路,tong'pan'lu
通讯器材厂,tong'xun'qi'cai'chang
土产品市场,tu'chan'pin'shi'chang
土特产品市场,tu'te'chan'pin'shi'chang
外贸汽修厂,wai'mao'qi'xiu'chang
外贸中心酒店,wai'mao'zhong'xin'jiu'dian
湾边,wan'bian
万商俱乐部,wan'shang'ju'le'bu
万事利花园,wan'shi'li'hua'yuan
万象城,wan'xiang'cheng
网龙公司,wang'long'gong'si
望龙台,wang'long'tai
望龙园,wang'long'yuan
王庄,wang'zhuang
王庄街,wang'zhuang'jie
王庄新村,wang'zhuang'xin'cun
卫生厅,wei'sheng'ting
卫生厅省级机关医院,wei'sheng'ting'sheng'ji'ji'guan'yi'yuan
文博大楼,wen'bo'da'lou
文化宫,wen'hua'gong
文化馆,wen'hua'guan
文华小区,wen'hua'xiao'qu
文林路,wen'lin'lu
温泉公园,wen'quan'gong'yuan
温泉公园路,wen'quan'gong'yuan'lu
温泉路口,wen'quan'lu'kou
温泉支路,wen'quan'zhi'lu
文山里,wen'shan'li
翁排,weng'pai
沃尔玛,wo'er'ma
吴凤,wu'feng
五凤兰亭,wu'feng'lan'ting
五福天桥,wu'fu'tian'qiao
五福天桥铁道大厦,wu'fu'tian'qiao'tie'dao'da'sha
五福天桥正大广场,wu'fu'tian'qiao'zheng'da'guang'chang
武警基地,wu'jing'ji'di
武警总院,wu'jing'zong'yuan
五孔闸,wu'kong'zha
五里亭,wu'li'ting
五里亭客运站,wu'li'ting'ke'yun'zhan
乌龙江大桥,wu'long'jiang'da'qiao
五门闸,wu'men'zha
乌山,wu'shan
吴山,wu'shan
吴山村,wu'shan'cun
乌山路,wu'shan'lu
乌山路口,wu'shan'lu'kou
乌山桥西,wu'shan'qiao'xi
五四北路,wu'si'bei'lu
五四北路口,wu'si'bei'lu'kou
五四路,wu'si'lu
五四路口,wu'si'lu'kou
五一广场,wu'yi'guang'chang
五一路,wu'yi'lu
武夷绿洲,wu'yi'lv'zhou
五一苗圃,wu'yi'miao'pu
五一新村,wu'yi'xin'cun
吴庄,wu'zhuang
西禅寺,xi'chan'si
西二环,xi'er'huan
西河,xi'he
西河创业园,xi'he'chuang'ye'yuan
西洪路,xi'hong'lu
西湖,xi'hu
西湖大酒店,xi'hu'da'jiu'dian
西湖动物园,xi'hu'dong'wu'yuan
西湖公园,xi'hu'gong'yuan
溪口,xi'kou
西门,xi'men
西山,xi'shan
西洋路,xi'yang'lu
西洋新村,xi'yang'xin'cun
喜盈门建材家具市场,xi'ying'men'jian'cai'jia'ju'shi'chang
西园,xi'yuan
峡北,xia'bei
下赤桥,xia'chi'qiao
下德,xia'de
下店,xia'dian
下董,xia'dong
下渡,xia'du
下杭路,xia'hang'lu
下濂,xia'lian
下寮,xia'liao
峡南,xia'nan
下岐村,xia'qi'cun
下溪口,xia'xi'kou
下行,xia'xing
下洋,xia'yang
下院,xia'yuan
显昌公司,xian'chang'gong'si
宪窗,xian'chuang
县党校,xian'dang'xiao
县建行,xian'jian'hang
先施,xian'shi
先施大厦,xian'shi'da'sha
仙塔街,xian'ta'jie
祥坂路口,xiang'ban'lu'kou
祥坂小区,xiang'ban'xiao'qu
祥坂支路,xiang'ban'zhi'lu
向东,xiang'dong
香格里拉大酒店,xiang'ge'li'la'da'jiu'dian
象国头,xiang'guo'tou
祥谦镇政府,xiang'qian'zhen'zheng'fu
象山隧道,xiang'shan'sui'dao
象园街道,xiang'yuan'jie'dao
象园头,xiang'yuan'tou
小柳市场,xiao'liu'shi'chang
小桥头,xiao'qiao'tou
小型中巴台江影院,xiao'xing'zhong'ba'tai'jiang'ying'yuan
小型中巴台江影院江三,xiao'xing'zhong'ba'tai'jiang'ying'yuan'jiang'san
鞋城,xie'cheng
协和医院,xie'he'yi'yuan
谢坑,xie'keng
新安,xin'an
新大陆科技园,xin'da'lu'ke'ji'yuan
新谠,xin'dang
新店,xin'dian
新店村委,xin'dian'cun'wei
新店景秀小区,xin'dian'jing'xiu'xiao'qu
新店旧货商场,xin'dian'jiu'huo'shang'chang
新店旧货市场,xin'dian'jiu'huo'shi'chang
新店市场,xin'dian'shi'chang
新店收费站,xin'dian'shou'fei'zhan
新店医院,xin'dian'yi'yuan
新店镇政府,xin'dian'zhen'zheng'fu
新港,xin'gang
新华村,xin'hua'cun
心家泊,xin'jia'bo
新权南路,xin'quan'nan'lu
新闻大厦,xin'wen'da'sha
新易有限公司,xin'yi'you'xian'gong'si
新玉环路,xin'yu'huan'lu
幸福城,xing'fu'cheng
兴园,xing'yuan
行政办公楼,xing'zheng'ban'gong'lou
熊猫世界,xiong'mao'shi'jie
秀山,xiu'shan
秀山中学,xiu'shan'zhong'xue
徐家村,xu'jia'cun
畜牧厂,xu'mu'chang
畜牧场,xu'mu'chang
学府,xue'fu
亚峰,ya'feng
亚峰农贸市场,ya'feng'nong'mao'shi'chang
衙前,ya'qian
亚细亚广场,ya'xi'ya'guang'chang
亚西亚广场,ya'xi'ya'guang'chang
艳莲,yan'lian
延平路,yan'ping'lu
沿山市场,yan'shan'shi'chang
雁塔,yan'ta
阳光学城,yang'guang'xue'cheng
洋坑,yang'keng
阳岐,yang'qi
阳歧,yang'qi
洋洽,yang'qia
杨桥路,yang'qiao'lu
阳厦,yang'sha
洋头口,yang'tou'kou
阳夏,yang'xia
洋下新村,yang'xia'xin'cun
洋中路,yang'zhong'lu
耀隆集团,yao'long'ji'tuan
冶山路,ye'shan'lu
叶洋,ye'yang
叶洋村,ye'yang'cun
医大附一医院,yi'da'fu'yi'yi'yuan
医大口腔医院,yi'da'kou'qiang'yi'yuan
艺都大酒店,yi'dou'da'jiu'dian
益凤村,yi'feng'cun
一票制,yi'piao'zhi
一桥,yi'qiao
义序,yi'xu
义序机场,yi'xu'ji'chang
银行学校,yin'hang'xue'xiao
映辉楼,ying'hui'lou
营迹,ying'ji
英屿,ying'yu
永安街,yong'an'jie
永丰,yong'feng
永辉超市,yong'hui'chao'shi
永南中学,yong'nan'zhong'xue
永昇城,yong'sheng'cheng
尤溪洲,you'xi'zhou
尤溪洲大桥,you'xi'zhou'da'qiao
尤溪洲桥头,you'xi'zhou'qiao'tou
鱼池,yu'chi
于山,yu'shan
原厝,yuan'cuo
源福花园,yuan'fu'hua'yuan
元洪城,yuan'hong'cheng
源康水业,yuan'kang'shui'ye
远西村,yuan'xi'cun
远洋,yuan'yang
远洋路口,yuan'yang'lu'kou
远中,yuan'zhong
岳峰,yue'feng
云龙,yun'long
运洋,yun'yang
则徐广场,ze'xu'guang'chang
则徐纪念馆,ze'xu'ji'nian'guan
战坂,zhan'ban
樟岚,zhang'lan
樟岚村,zhang'lan'cun
樟岚口,zhang'lan'kou
樟林村,zhang'lin'cun
招呼站,zhao'hu'zhan
招呼站土特产品市场,zhao'hu'zhan'tu'te'chan'pin'shi'chang
招呼站新店村委,zhao'hu'zhan'xin'dian'cun'wei
招贤路,zhao'xian'lu
朝阳路口,zhao'yang'lu'kou
蔗洲,zhe'zhou
蔗洲小路,zhe'zhou'xiao'lu
阵坂,zhen'ban
枕峰,zhen'feng
镇政府,zhen'zheng'fu
郑安村,zheng'an'cun
正大广场,zheng'da'guang'chang
指挥学校,zhi'hui'xue'xiao
种福寺,zhong'fu'si
中钢公司,zhong'gang'gong'si
中国华艺广播公司,zhong'guo'hua'yi'guang'bo'gong'si
中华职业大学,zhong'hua'zhi'ye'da'xue
肿瘤医院,zhong'liu'yi'yuan
中山,zhong'shan
中亭街,zhong'ting'jie
中亭街口,zhong'ting'jie'kou
中亭街口江滨大道,zhong'ting'jie'kou'jiang'bin'da'dao
中下村,zhong'xia'cun
中洲岛,zhong'zhou'dao
轴承厂,zhou'cheng'chang
珠宝城,zhu'bao'cheng
竹揽,zhu'lan
竹榄,zhu'lan
竹林境新村在东泰路,zhu'lin'jing'xin'cun'zai'dong'tai'lu
主楼,zhu'lou
状元境,zhuang'yuan'jing
状元境贸总酒店,zhuang'yuan'jing'mao'zong'jiu'dian
紫阳,zi'yang
紫阳立交桥,zi'yang'li'jiao'qiao
紫阳立交桥东光花园,zi'yang'li'jiao'qiao'dong'guang'hua'yuan
紫竹苑,zi'zhu'yuan
紫竹院,zi'zhu'yuan
总院,zong'yuan
总院分院,zong'yuan'fen'yuan
总院西二环北路上,zong'yuan'xi'er'huan'bei'lu'shang
祖庙,zu'miao
左海公园,zuo'hai'gong'yuan
左海公园西门,zuo'hai'gong'yuan'xi'men
